	study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
113	PRJEB49389	ERP133893	SAMEA11646159	ERS9292868	ERX7289501	ERR7720537	ERA7890410	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	13917.forehead.12.plateB.wellA05		SINGLE	AMPLICON	METAGENOMIC	PCR	54804	14787750	UCSDMI	2021-12-14	2021-12-14	Illumina MiSeq sequencing; qiita_ptid_11217:13917.forehead.12.plateB.wellA05	FlowSoFine - A tool for analyzing microbial pattern changes detected by flow cytometry	qiita_sid_13917	qiita_ptid_11217:13917.forehead.12.plateB.wellA05	qiita_ppdid_122573:13917.forehead.12.plateB.wellA05	8759185	4f660d11b549878208917e0d4fe35676	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/007/ERR7720537/ERR7720537.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR772/007/ERR7720537/ERR7720537.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/007/ERR7720537/ERR7720537.fastq.gz	8261378.0	ffbc5c2c30e7785fc3b8d379c412cc5e	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720537/13917.forehead.12.plateB.wellA05.R1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR772/ERR7720537/13917.forehead.12.plateB.wellA05.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720537/13917.forehead.12.plateB.wellA05.R1.fastq.gz	FASTQ									qiita_sid_13917:13917.forehead.12.plateB.wellA05		13917.forehead.12.plateB.wellA05		2021-12-14
114	PRJEB49389	ERP133893	SAMEA11646160	ERS9292869	ERX7289502	ERR7720538	ERA7890410	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	13917.forehead.13.plateB.wellD01		SINGLE	AMPLICON	METAGENOMIC	PCR	15373	4220916	UCSDMI	2021-12-14	2021-12-14	Illumina MiSeq sequencing; qiita_ptid_11217:13917.forehead.13.plateB.wellD01	FlowSoFine - A tool for analyzing microbial pattern changes detected by flow cytometry	qiita_sid_13917	qiita_ptid_11217:13917.forehead.13.plateB.wellD01	qiita_ppdid_122573:13917.forehead.13.plateB.wellD01	2687630	9e46c95b0cd51c156ef31e367adcbb60	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/008/ERR7720538/ERR7720538.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR772/008/ERR7720538/ERR7720538.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/008/ERR7720538/ERR7720538.fastq.gz	2583199.0	409e63dc6c7705cf543615ea13c9f9e7	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720538/13917.forehead.13.plateB.wellD01.R1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR772/ERR7720538/13917.forehead.13.plateB.wellD01.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720538/13917.forehead.13.plateB.wellD01.R1.fastq.gz	FASTQ									qiita_sid_13917:13917.forehead.13.plateB.wellD01		13917.forehead.13.plateB.wellD01		2021-12-14
115	PRJEB49389	ERP133893	SAMEA11646161	ERS9292870	ERX7289503	ERR7720539	ERA7890410	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	13917.forehead.14.plateB.wellA12		SINGLE	AMPLICON	METAGENOMIC	PCR	7465	2057972	UCSDMI	2021-12-14	2021-12-14	Illumina MiSeq sequencing; qiita_ptid_11217:13917.forehead.14.plateB.wellA12	FlowSoFine - A tool for analyzing microbial pattern changes detected by flow cytometry	qiita_sid_13917	qiita_ptid_11217:13917.forehead.14.plateB.wellA12	qiita_ppdid_122573:13917.forehead.14.plateB.wellA12	1349552	775e3ce219a83b42324150cfd9e62f50	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/009/ERR7720539/ERR7720539.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR772/009/ERR7720539/ERR7720539.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/009/ERR7720539/ERR7720539.fastq.gz	1299010.0	f7ca84073c63d8aaa24914120e04bf4b	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720539/13917.forehead.14.plateB.wellA12.R1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR772/ERR7720539/13917.forehead.14.plateB.wellA12.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720539/13917.forehead.14.plateB.wellA12.R1.fastq.gz	FASTQ									qiita_sid_13917:13917.forehead.14.plateB.wellA12		13917.forehead.14.plateB.wellA12		2021-12-14
116	PRJEB49389	ERP133893	SAMEA11646162	ERS9292871	ERX7289504	ERR7720540	ERA7890410	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	13917.forehead.15.plateA.wellG04		SINGLE	AMPLICON	METAGENOMIC	PCR	93132	24869991	UCSDMI	2021-12-14	2021-12-14	Illumina MiSeq sequencing; qiita_ptid_11217:13917.forehead.15.plateA.wellG04	FlowSoFine - A tool for analyzing microbial pattern changes detected by flow cytometry	qiita_sid_13917	qiita_ptid_11217:13917.forehead.15.plateA.wellG04	qiita_ppdid_122573:13917.forehead.15.plateA.wellG04	12948229	ff60fcacf248f7682a3582c6c7afd9bd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/000/ERR7720540/ERR7720540.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR772/000/ERR7720540/ERR7720540.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/000/ERR7720540/ERR7720540.fastq.gz	12194541.0	eba5902cd7f2e44326bd035a002af93c	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720540/13917.forehead.15.plateA.wellG04.R1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR772/ERR7720540/13917.forehead.15.plateA.wellG04.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720540/13917.forehead.15.plateA.wellG04.R1.fastq.gz	FASTQ									qiita_sid_13917:13917.forehead.15.plateA.wellG04		13917.forehead.15.plateA.wellG04		2021-12-14
117	PRJEB49389	ERP133893	SAMEA11646163	ERS9292872	ERX7289505	ERR7720541	ERA7890410	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	13917.forehead.16.plateB.wellC05		SINGLE	AMPLICON	METAGENOMIC	PCR	19670	5373233	UCSDMI	2021-12-14	2021-12-14	Illumina MiSeq sequencing; qiita_ptid_11217:13917.forehead.16.plateB.wellC05	FlowSoFine - A tool for analyzing microbial pattern changes detected by flow cytometry	qiita_sid_13917	qiita_ptid_11217:13917.forehead.16.plateB.wellC05	qiita_ppdid_122573:13917.forehead.16.plateB.wellC05	3307886	fbc33f5c999bd5708c4da0021f6da9da	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/001/ERR7720541/ERR7720541.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR772/001/ERR7720541/ERR7720541.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/001/ERR7720541/ERR7720541.fastq.gz	3160038.0	d27b9548c2143ece647048259e0b3754	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720541/13917.forehead.16.plateB.wellC05.R1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR772/ERR7720541/13917.forehead.16.plateB.wellC05.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720541/13917.forehead.16.plateB.wellC05.R1.fastq.gz	FASTQ									qiita_sid_13917:13917.forehead.16.plateB.wellC05		13917.forehead.16.plateB.wellC05		2021-12-14
118	PRJEB49389	ERP133893	SAMEA11646164	ERS9292873	ERX7289506	ERR7720542	ERA7890410	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	13917.forehead.17.plateB.wellD03		SINGLE	AMPLICON	METAGENOMIC	PCR	27184	7371613	UCSDMI	2021-12-14	2021-12-14	Illumina MiSeq sequencing; qiita_ptid_11217:13917.forehead.17.plateB.wellD03	FlowSoFine - A tool for analyzing microbial pattern changes detected by flow cytometry	qiita_sid_13917	qiita_ptid_11217:13917.forehead.17.plateB.wellD03	qiita_ppdid_122573:13917.forehead.17.plateB.wellD03	3943863	61fb472d7f6f32f32c3e312aa656159f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/002/ERR7720542/ERR7720542.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR772/002/ERR7720542/ERR7720542.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/002/ERR7720542/ERR7720542.fastq.gz	3747547.0	aadc6021e395d2abc262395318cb9404	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720542/13917.forehead.17.plateB.wellD03.R1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR772/ERR7720542/13917.forehead.17.plateB.wellD03.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720542/13917.forehead.17.plateB.wellD03.R1.fastq.gz	FASTQ									qiita_sid_13917:13917.forehead.17.plateB.wellD03		13917.forehead.17.plateB.wellD03		2021-12-14
119	PRJEB49389	ERP133893	SAMEA11646165	ERS9292874	ERX7289507	ERR7720543	ERA7890410	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	13917.forehead.18.plateB.wellE02		SINGLE	AMPLICON	METAGENOMIC	PCR	11646	3206997	UCSDMI	2021-12-14	2021-12-14	Illumina MiSeq sequencing; qiita_ptid_11217:13917.forehead.18.plateB.wellE02	FlowSoFine - A tool for analyzing microbial pattern changes detected by flow cytometry	qiita_sid_13917	qiita_ptid_11217:13917.forehead.18.plateB.wellE02	qiita_ppdid_122573:13917.forehead.18.plateB.wellE02	2076573	5238ece112d2a3f4c5491c514f8b1832	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/003/ERR7720543/ERR7720543.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR772/003/ERR7720543/ERR7720543.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/003/ERR7720543/ERR7720543.fastq.gz	1995180.0	ddfd2220be3694acda4f17efd183674c	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720543/13917.forehead.18.plateB.wellE02.R1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR772/ERR7720543/13917.forehead.18.plateB.wellE02.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720543/13917.forehead.18.plateB.wellE02.R1.fastq.gz	FASTQ									qiita_sid_13917:13917.forehead.18.plateB.wellE02		13917.forehead.18.plateB.wellE02		2021-12-14
120	PRJEB49389	ERP133893	SAMEA11646166	ERS9292875	ERX7289508	ERR7720544	ERA7890410	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	13917.forehead.19.plateA.wellB07		SINGLE	AMPLICON	METAGENOMIC	PCR	134046	35770370	UCSDMI	2021-12-14	2021-12-14	Illumina MiSeq sequencing; qiita_ptid_11217:13917.forehead.19.plateA.wellB07	FlowSoFine - A tool for analyzing microbial pattern changes detected by flow cytometry	qiita_sid_13917	qiita_ptid_11217:13917.forehead.19.plateA.wellB07	qiita_ppdid_122573:13917.forehead.19.plateA.wellB07	17335245	379148d50d4325ce106bae3ec892b6bf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/004/ERR7720544/ERR7720544.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR772/004/ERR7720544/ERR7720544.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/004/ERR7720544/ERR7720544.fastq.gz	16158425.0	8e9bbd6406d71efd7bab02eb34683147	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720544/13917.forehead.19.plateA.wellB07.R1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR772/ERR7720544/13917.forehead.19.plateA.wellB07.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720544/13917.forehead.19.plateA.wellB07.R1.fastq.gz	FASTQ									qiita_sid_13917:13917.forehead.19.plateA.wellB07		13917.forehead.19.plateA.wellB07		2021-12-14
121	PRJEB49389	ERP133893	SAMEA11646167	ERS9292876	ERX7289509	ERR7720545	ERA7890410	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	13917.forehead.2.plateB.wellF01		SINGLE	AMPLICON	METAGENOMIC	PCR	25386	6894004	UCSDMI	2021-12-14	2021-12-14	Illumina MiSeq sequencing; qiita_ptid_11217:13917.forehead.2.plateB.wellF01	FlowSoFine - A tool for analyzing microbial pattern changes detected by flow cytometry	qiita_sid_13917	qiita_ptid_11217:13917.forehead.2.plateB.wellF01	qiita_ppdid_122573:13917.forehead.2.plateB.wellF01	3785801	7cb5c5d979cf0fcc4e7bf54dfdc4c233	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/005/ERR7720545/ERR7720545.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR772/005/ERR7720545/ERR7720545.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/005/ERR7720545/ERR7720545.fastq.gz	3595397.0	66d10e28024a7a5c7873b4efd8df7781	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720545/13917.forehead.2.plateB.wellF01.R1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR772/ERR7720545/13917.forehead.2.plateB.wellF01.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720545/13917.forehead.2.plateB.wellF01.R1.fastq.gz	FASTQ									qiita_sid_13917:13917.forehead.2.plateB.wellF01		13917.forehead.2.plateB.wellF01		2021-12-14
122	PRJEB49389	ERP133893	SAMEA11646168	ERS9292877	ERX7289510	ERR7720546	ERA7890410	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	13917.forehead.20.plateA.wellC09		SINGLE	AMPLICON	METAGENOMIC	PCR	92186	24443769	UCSDMI	2021-12-14	2021-12-14	Illumina MiSeq sequencing; qiita_ptid_11217:13917.forehead.20.plateA.wellC09	FlowSoFine - A tool for analyzing microbial pattern changes detected by flow cytometry	qiita_sid_13917	qiita_ptid_11217:13917.forehead.20.plateA.wellC09	qiita_ppdid_122573:13917.forehead.20.plateA.wellC09	11152223	d7fe915116301db20a5d403ad186d1b8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/006/ERR7720546/ERR7720546.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR772/006/ERR7720546/ERR7720546.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/006/ERR7720546/ERR7720546.fastq.gz	10320554.0	a4f85422d80c588fe77688ecaf766c28	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720546/13917.forehead.20.plateA.wellC09.R1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR772/ERR7720546/13917.forehead.20.plateA.wellC09.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720546/13917.forehead.20.plateA.wellC09.R1.fastq.gz	FASTQ									qiita_sid_13917:13917.forehead.20.plateA.wellC09		13917.forehead.20.plateA.wellC09		2021-12-14
123	PRJEB49389	ERP133893	SAMEA11646169	ERS9292878	ERX7289511	ERR7720547	ERA7890410	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	13917.forehead.21.plateB.wellD10		SINGLE	AMPLICON	METAGENOMIC	PCR	9280	2545152	UCSDMI	2021-12-14	2021-12-14	Illumina MiSeq sequencing; qiita_ptid_11217:13917.forehead.21.plateB.wellD10	FlowSoFine - A tool for analyzing microbial pattern changes detected by flow cytometry	qiita_sid_13917	qiita_ptid_11217:13917.forehead.21.plateB.wellD10	qiita_ppdid_122573:13917.forehead.21.plateB.wellD10	1591364	c84c9a836e9c4f71c24990e807809ef0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/007/ERR7720547/ERR7720547.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR772/007/ERR7720547/ERR7720547.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/007/ERR7720547/ERR7720547.fastq.gz	1527351.0	19411182aa78872e15451b2a7c61c81e	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720547/13917.forehead.21.plateB.wellD10.R1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR772/ERR7720547/13917.forehead.21.plateB.wellD10.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720547/13917.forehead.21.plateB.wellD10.R1.fastq.gz	FASTQ									qiita_sid_13917:13917.forehead.21.plateB.wellD10		13917.forehead.21.plateB.wellD10		2021-12-14
124	PRJEB49389	ERP133893	SAMEA11646170	ERS9292879	ERX7289512	ERR7720548	ERA7890410	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	13917.forehead.22.plateA.wellD05		SINGLE	AMPLICON	METAGENOMIC	PCR	86475	22952725	UCSDMI	2021-12-14	2021-12-14	Illumina MiSeq sequencing; qiita_ptid_11217:13917.forehead.22.plateA.wellD05	FlowSoFine - A tool for analyzing microbial pattern changes detected by flow cytometry	qiita_sid_13917	qiita_ptid_11217:13917.forehead.22.plateA.wellD05	qiita_ppdid_122573:13917.forehead.22.plateA.wellD05	9945055	3159c7ad6d17883ae1e0e7387159220c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/008/ERR7720548/ERR7720548.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR772/008/ERR7720548/ERR7720548.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/008/ERR7720548/ERR7720548.fastq.gz	9152565.0	54d4b9f5c3ec1135d3907990a1004c64	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720548/13917.forehead.22.plateA.wellD05.R1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR772/ERR7720548/13917.forehead.22.plateA.wellD05.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720548/13917.forehead.22.plateA.wellD05.R1.fastq.gz	FASTQ									qiita_sid_13917:13917.forehead.22.plateA.wellD05		13917.forehead.22.plateA.wellD05		2021-12-14
125	PRJEB49389	ERP133893	SAMEA11646171	ERS9292880	ERX7289513	ERR7720549	ERA7890410	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	13917.forehead.23.plateA.wellC08		SINGLE	AMPLICON	METAGENOMIC	PCR	54877	14602805	UCSDMI	2021-12-14	2021-12-14	Illumina MiSeq sequencing; qiita_ptid_11217:13917.forehead.23.plateA.wellC08	FlowSoFine - A tool for analyzing microbial pattern changes detected by flow cytometry	qiita_sid_13917	qiita_ptid_11217:13917.forehead.23.plateA.wellC08	qiita_ppdid_122573:13917.forehead.23.plateA.wellC08	6625537	7e47172fcc92d13705e5cf1c94394fb9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/009/ERR7720549/ERR7720549.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR772/009/ERR7720549/ERR7720549.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/009/ERR7720549/ERR7720549.fastq.gz	6153865.0	cc70f36a567888b708d3582b914fd010	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720549/13917.forehead.23.plateA.wellC08.R1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR772/ERR7720549/13917.forehead.23.plateA.wellC08.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720549/13917.forehead.23.plateA.wellC08.R1.fastq.gz	FASTQ									qiita_sid_13917:13917.forehead.23.plateA.wellC08		13917.forehead.23.plateA.wellC08		2021-12-14
126	PRJEB49389	ERP133893	SAMEA11646172	ERS9292881	ERX7289514	ERR7720550	ERA7890410	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	13917.forehead.24.plateA.wellH06		SINGLE	AMPLICON	METAGENOMIC	PCR	78709	21069438	UCSDMI	2021-12-14	2021-12-14	Illumina MiSeq sequencing; qiita_ptid_11217:13917.forehead.24.plateA.wellH06	FlowSoFine - A tool for analyzing microbial pattern changes detected by flow cytometry	qiita_sid_13917	qiita_ptid_11217:13917.forehead.24.plateA.wellH06	qiita_ppdid_122573:13917.forehead.24.plateA.wellH06	9650496	256b2f566a59f41e597cf3de4e38574f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/000/ERR7720550/ERR7720550.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR772/000/ERR7720550/ERR7720550.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/000/ERR7720550/ERR7720550.fastq.gz	8976267.0	ad10615d0df7ed30ea043c72b65f2492	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720550/13917.forehead.24.plateA.wellH06.R1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR772/ERR7720550/13917.forehead.24.plateA.wellH06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720550/13917.forehead.24.plateA.wellH06.R1.fastq.gz	FASTQ									qiita_sid_13917:13917.forehead.24.plateA.wellH06		13917.forehead.24.plateA.wellH06		2021-12-14
127	PRJEB49389	ERP133893	SAMEA11646173	ERS9292882	ERX7289515	ERR7720551	ERA7890410	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	13917.forehead.25.plateB.wellB06		SINGLE	AMPLICON	METAGENOMIC	PCR	1656	452513	UCSDMI	2021-12-14	2021-12-14	Illumina MiSeq sequencing; qiita_ptid_11217:13917.forehead.25.plateB.wellB06	FlowSoFine - A tool for analyzing microbial pattern changes detected by flow cytometry	qiita_sid_13917	qiita_ptid_11217:13917.forehead.25.plateB.wellB06	qiita_ppdid_122573:13917.forehead.25.plateB.wellB06	272002	25dd6ea72b0c6d1d251df472ba24626c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/001/ERR7720551/ERR7720551.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR772/001/ERR7720551/ERR7720551.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/001/ERR7720551/ERR7720551.fastq.gz	260144.0	4c0cb89c7c585f77ae3b0bf07b47994d	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720551/13917.forehead.25.plateB.wellB06.R1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR772/ERR7720551/13917.forehead.25.plateB.wellB06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720551/13917.forehead.25.plateB.wellB06.R1.fastq.gz	FASTQ									qiita_sid_13917:13917.forehead.25.plateB.wellB06		13917.forehead.25.plateB.wellB06		2021-12-14
128	PRJEB49389	ERP133893	SAMEA11646174	ERS9292883	ERX7289516	ERR7720552	ERA7890410	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	13917.forehead.27.plateB.wellE06		SINGLE	AMPLICON	METAGENOMIC	PCR	9338	2575053	UCSDMI	2021-12-14	2021-12-14	Illumina MiSeq sequencing; qiita_ptid_11217:13917.forehead.27.plateB.wellE06	FlowSoFine - A tool for analyzing microbial pattern changes detected by flow cytometry	qiita_sid_13917	qiita_ptid_11217:13917.forehead.27.plateB.wellE06	qiita_ppdid_122573:13917.forehead.27.plateB.wellE06	1646485	a0a0e167b9524f6c4bcc23cfc7e7783e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/002/ERR7720552/ERR7720552.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR772/002/ERR7720552/ERR7720552.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/002/ERR7720552/ERR7720552.fastq.gz	1581934.0	f53886a7531a96657d2d7578263df431	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720552/13917.forehead.27.plateB.wellE06.R1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR772/ERR7720552/13917.forehead.27.plateB.wellE06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720552/13917.forehead.27.plateB.wellE06.R1.fastq.gz	FASTQ									qiita_sid_13917:13917.forehead.27.plateB.wellE06		13917.forehead.27.plateB.wellE06		2021-12-14
129	PRJEB49389	ERP133893	SAMEA11646175	ERS9292884	ERX7289517	ERR7720553	ERA7890410	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	13917.forehead.28.plateA.wellH07		SINGLE	AMPLICON	METAGENOMIC	PCR	100683	26808200	UCSDMI	2021-12-14	2021-12-14	Illumina MiSeq sequencing; qiita_ptid_11217:13917.forehead.28.plateA.wellH07	FlowSoFine - A tool for analyzing microbial pattern changes detected by flow cytometry	qiita_sid_13917	qiita_ptid_11217:13917.forehead.28.plateA.wellH07	qiita_ppdid_122573:13917.forehead.28.plateA.wellH07	11906781	6f7957db25d2ede1c71add3e0c7e701f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/003/ERR7720553/ERR7720553.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR772/003/ERR7720553/ERR7720553.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR772/003/ERR7720553/ERR7720553.fastq.gz	11002919.0	70e158d9cb808fd60c0492a293a26020	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720553/13917.forehead.28.plateA.wellH07.R1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR772/ERR7720553/13917.forehead.28.plateA.wellH07.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR772/ERR7720553/13917.forehead.28.plateA.wellH07.R1.fastq.gz	FASTQ									qiita_sid_13917:13917.forehead.28.plateA.wellH07		13917.forehead.28.plateA.wellH07		2021-12-14
