run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
SRR13348151	SRP300200	SAMN17209823	SRS7961777	SRX9774322	PRJNA689547	SRA1179876	1256227	indoor metagenome	ILLUMINA	Illumina MiSeq	S.191123.00053_40		PAIRED	AMPLICON	METAGENOMIC	PCR	76472	38388944	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191123.00053_40	S.191123.00053_40_L001_R1_001.fastq.gz	7079305;6590986	6102919ddf256809232242a162659b7a;326f6089a7758bd20e2df577ad5176e7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/051/SRR13348151/SRR13348151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/051/SRR13348151/SRR13348151_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/051/SRR13348151/SRR13348151_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/051/SRR13348151/SRR13348151_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/051/SRR13348151/SRR13348151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/051/SRR13348151/SRR13348151_2.fastq.gz							18968969	7ffef228547c3b8b284fd1486e9e3dd4	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/051/SRR13348151	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/051/SRR13348151	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/051/SRR13348151	S.191123.00053_40		MIMS Environmental/Metagenome sample from indoor metagenome		2021-01-04
SRR13348153	SRP300200	SAMN17209825	SRS7961779	SRX9774324	PRJNA689547	SRA1179876	1256227	indoor metagenome	ILLUMINA	Illumina MiSeq	S.191123.00120_155		PAIRED	AMPLICON	METAGENOMIC	PCR	3	1506	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191123.00120_155	S.191123.00120_155_L001_R1_001.fastq.gz	655;626	203c11c6b873f65db33fe56ff8d5b27b;1c831765c203e043f9efa87d0aff42ae	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/053/SRR13348153/SRR13348153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/053/SRR13348153/SRR13348153_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/053/SRR13348153/SRR13348153_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/053/SRR13348153/SRR13348153_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/053/SRR13348153/SRR13348153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/053/SRR13348153/SRR13348153_2.fastq.gz							81087	e085831ff2ef3d7919cb83e3882be6c5	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/053/SRR13348153	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/053/SRR13348153	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/053/SRR13348153	S.191123.00120_155		MIMS Environmental/Metagenome sample from indoor metagenome		2021-01-04
SRR13348155	SRP300200	SAMN17209820	SRS7961774	SRX9774319	PRJNA689547	SRA1179876	1256227	indoor metagenome	ILLUMINA	Illumina MiSeq	S.191211.00634_121		PAIRED	AMPLICON	METAGENOMIC	PCR	71025	35654550	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191211.00634_121	S.191211.00634_121_L001_R1_001.fastq.gz	7170693;6875760	6b802943644b1d58530eeaf15edafeb2;6b3c5b782c16fb246eb94113e297de4a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/055/SRR13348155/SRR13348155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/055/SRR13348155/SRR13348155_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/055/SRR13348155/SRR13348155_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/055/SRR13348155/SRR13348155_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/055/SRR13348155/SRR13348155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/055/SRR13348155/SRR13348155_2.fastq.gz							18019902	7e5fb86c36ce87632052a8e71b3a8269	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/055/SRR13348155	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/055/SRR13348155	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/055/SRR13348155	S.191211.00634_121		MIMS Environmental/Metagenome sample from indoor metagenome		2021-01-04
SRR13348156	SRP300200	SAMN17209514	SRS7961773	SRX9774318	PRJNA689547	SRA1179876	1131769	human nasopharyngeal metagenome	ILLUMINA	Illumina MiSeq	S.191111.00063_24		PAIRED	AMPLICON	METAGENOMIC	PCR	57895	29063290	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191111.00063_24	S.191111.00063_24_L001_R1_001.fastq.gz	4796824;4788406	3f64eb4be51612d8f901620cad8dc493;1f71cf56c7500bb42ecc282916a5c657	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/056/SRR13348156/SRR13348156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/056/SRR13348156/SRR13348156_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/056/SRR13348156/SRR13348156_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/056/SRR13348156/SRR13348156_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/056/SRR13348156/SRR13348156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/056/SRR13348156/SRR13348156_2.fastq.gz							14089752	244f4eaab123f2f58234ced242b838e7	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/056/SRR13348156	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/056/SRR13348156	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/056/SRR13348156	S.191111.00063_24		MIMS Environmental/Metagenome sample from human nasopharyngeal metagenome		2021-01-04
SRR13348162	SRP300200	SAMN17209814	SRS7961767	SRX9774312	PRJNA689547	SRA1179876	1256227	indoor metagenome	ILLUMINA	Illumina MiSeq	S.191210.00292_146		PAIRED	AMPLICON	METAGENOMIC	PCR	2247	1127994	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191210.00292_146	S.191210.00292_146_L001_R1_001.fastq.gz	232140;397809	6644d27e9245acf3935225ff005c0821;f842ad384305958101680fa5db1f8f4e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/062/SRR13348162/SRR13348162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/062/SRR13348162/SRR13348162_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/062/SRR13348162/SRR13348162_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/062/SRR13348162/SRR13348162_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/062/SRR13348162/SRR13348162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/062/SRR13348162/SRR13348162_2.fastq.gz							791105	dfbf77d55d54062113a59ce62a7a6d16	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/062/SRR13348162	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/062/SRR13348162	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/062/SRR13348162	S.191210.00292_146		MIMS Environmental/Metagenome sample from indoor metagenome		2021-01-04
SRR13348163	SRP300200	SAMN17209813	SRS7961766	SRX9774311	PRJNA689547	SRA1179876	1256227	indoor metagenome	ILLUMINA	Illumina MiSeq	S.191219.00207_115		PAIRED	AMPLICON	METAGENOMIC	PCR	9778	4908556	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191219.00207_115	S.191219.00207_115_L001_R1_001.fastq.gz	952728;875465	006b9dec3d39caf9939df7db2430f961;5cd2461eaf0f4e41aad1ffb2b971ff15	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/063/SRR13348163/SRR13348163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/063/SRR13348163/SRR13348163_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/063/SRR13348163/SRR13348163_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/063/SRR13348163/SRR13348163_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/063/SRR13348163/SRR13348163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/063/SRR13348163/SRR13348163_2.fastq.gz							2569585	3ebe36dc7e1f05e81b51dc92330a84d4	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/063/SRR13348163	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/063/SRR13348163	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/063/SRR13348163	S.191219.00207_115		MIMS Environmental/Metagenome sample from indoor metagenome		2021-01-04
SRR13348164	SRP300200	SAMN17209812	SRS7961765	SRX9774310	PRJNA689547	SRA1179876	1256227	indoor metagenome	ILLUMINA	Illumina MiSeq	S.191122.00141_131		PAIRED	AMPLICON	METAGENOMIC	PCR	46633	23409766	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191122.00141_131	S.191122.00141_131_L001_R1_001.fastq.gz	4345669;4287645	9fdcc5538556df6b849781776b7f1c80;f10644b47618651178be3dc4b3b0160a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/064/SRR13348164/SRR13348164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/064/SRR13348164/SRR13348164_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/064/SRR13348164/SRR13348164_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/064/SRR13348164/SRR13348164_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/064/SRR13348164/SRR13348164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/064/SRR13348164/SRR13348164_2.fastq.gz							11218768	42e613cbf1d4434a2df122f2288e6bcd	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/064/SRR13348164	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/064/SRR13348164	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/064/SRR13348164	S.191122.00141_131		MIMS Environmental/Metagenome sample from indoor metagenome		2021-01-04
SRR13348167	SRP300200	SAMN17209809	SRS7961759	SRX9774306	PRJNA689547	SRA1179876	1256227	indoor metagenome	ILLUMINA	Illumina MiSeq	S.191121.00195_73		PAIRED	AMPLICON	METAGENOMIC	PCR	55022	27621044	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191121.00195_73	S.191121.00195_73_L001_R1_001.fastq.gz	5191694;4406161	1615473a26500b83b2e6210d0d8e9e27;3fe0681694f34452bb003a8668f27bb0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/067/SRR13348167/SRR13348167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/067/SRR13348167/SRR13348167_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/067/SRR13348167/SRR13348167_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/067/SRR13348167/SRR13348167_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/067/SRR13348167/SRR13348167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/067/SRR13348167/SRR13348167_2.fastq.gz							13461487	1ce725c44ec3904334b32a94dd2df55a	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/067/SRR13348167	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/067/SRR13348167	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/067/SRR13348167	S.191121.00195_73		MIMS Environmental/Metagenome sample from indoor metagenome		2021-01-04
SRR13348169	SRP300200	SAMN17209810	SRS7961762	SRX9774308	PRJNA689547	SRA1179876	1256227	indoor metagenome	ILLUMINA	Illumina MiSeq	S.191123.00055_50		PAIRED	AMPLICON	METAGENOMIC	PCR	63623	31938746	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191123.00055_50	S.191123.00055_50_L001_R1_001.fastq.gz	5041693;5633626	928b8ca48e44d9020c200d5c2f847ce5;7f7ab1e5782a59aa327278f1dc006721	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/069/SRR13348169/SRR13348169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/069/SRR13348169/SRR13348169_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/069/SRR13348169/SRR13348169_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/069/SRR13348169/SRR13348169_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/069/SRR13348169/SRR13348169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/069/SRR13348169/SRR13348169_2.fastq.gz							15165749	cd4fe8e1b801def2c08f0592d75ee9c8	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/069/SRR13348169	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/069/SRR13348169	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/069/SRR13348169	S.191123.00055_50		MIMS Environmental/Metagenome sample from indoor metagenome		2021-01-04
SRR13348172	SRP300200	SAMN17209805	SRS7961756	SRX9774302	PRJNA689547	SRA1179876	1256227	indoor metagenome	ILLUMINA	Illumina MiSeq	S.191208.00026_175		PAIRED	AMPLICON	METAGENOMIC	PCR	23	11546	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191208.00026_175	S.191208.00026_175_L001_R1_001.fastq.gz	4146;5064	71844ba6027a5d78c02c384bba5a7bf6;21f261a67671e8834203313167b6400f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/072/SRR13348172/SRR13348172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/072/SRR13348172/SRR13348172_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/072/SRR13348172/SRR13348172_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/072/SRR13348172/SRR13348172_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/072/SRR13348172/SRR13348172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/072/SRR13348172/SRR13348172_2.fastq.gz							88367	58a8be7953341e719cb057ee8df49196	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/072/SRR13348172	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/072/SRR13348172	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/072/SRR13348172	S.191208.00026_175		MIMS Environmental/Metagenome sample from indoor metagenome		2021-01-04
SRR13348173	SRP300200	SAMN17209804	SRS7961757	SRX9774301	PRJNA689547	SRA1179876	1256227	indoor metagenome	ILLUMINA	Illumina MiSeq	S.191123.00101_132		PAIRED	AMPLICON	METAGENOMIC	PCR	51332	25768664	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191123.00101_132	S.191123.00101_132_L001_R1_001.fastq.gz	4908285;4540752	b3ae4811ff82735f8a591a896997cb18;96b03f5433cd60bd35fa54463d290ed7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/073/SRR13348173/SRR13348173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/073/SRR13348173/SRR13348173_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/073/SRR13348173/SRR13348173_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/073/SRR13348173/SRR13348173_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/073/SRR13348173/SRR13348173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/073/SRR13348173/SRR13348173_2.fastq.gz							12370844	f7871802644b8a11f57d1b9bcf1a810f	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/073/SRR13348173	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/073/SRR13348173	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/073/SRR13348173	S.191123.00101_132		MIMS Environmental/Metagenome sample from indoor metagenome		2021-01-04
SRR13348175	SRP300200	SAMN17209801	SRS7961752	SRX9774298	PRJNA689547	SRA1179876	1256227	indoor metagenome	ILLUMINA	Illumina MiSeq	S.191208.00006_48		PAIRED	AMPLICON	METAGENOMIC	PCR	60987	30615474	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191208.00006_48	S.191208.00006_48_L001_R1_001.fastq.gz	5728938;6264187	8171dba801fa79a0cd459dc53505d4eb;3d70b454812989a1f5bc3e08fc14f04f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/075/SRR13348175/SRR13348175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/075/SRR13348175/SRR13348175_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/075/SRR13348175/SRR13348175_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/075/SRR13348175/SRR13348175_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/075/SRR13348175/SRR13348175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/075/SRR13348175/SRR13348175_2.fastq.gz							15482851	1fb0e8f2d7e3bcbc117fcaf0e71c5a2b	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/075/SRR13348175	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/075/SRR13348175	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/075/SRR13348175	S.191208.00006_48		MIMS Environmental/Metagenome sample from indoor metagenome		2021-01-04
SRR13348177	SRP300200	SAMN17209803	SRS7961754	SRX9774300	PRJNA689547	SRA1179876	1256227	indoor metagenome	ILLUMINA	Illumina MiSeq	S.191210.00306_172		PAIRED	AMPLICON	METAGENOMIC	PCR	7	3514	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191210.00306_172	S.191210.00306_172_L001_R1_001.fastq.gz	1174;1275	6834396ff03444e70da490d0ae631c89;19620b3d39f0a6a6fd1fc0d47b45f2ca	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/077/SRR13348177/SRR13348177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/077/SRR13348177/SRR13348177_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/077/SRR13348177/SRR13348177_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/077/SRR13348177/SRR13348177_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/077/SRR13348177/SRR13348177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/077/SRR13348177/SRR13348177_2.fastq.gz							82327	0d0e7abb76758db1b8ea5b34e826a104	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/077/SRR13348177	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/077/SRR13348177	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/077/SRR13348177	S.191210.00306_172		MIMS Environmental/Metagenome sample from indoor metagenome		2021-01-04
SRR13348179	SRP300200	SAMN17209799	SRS7961750	SRX9774295	PRJNA689547	SRA1179876	1256227	indoor metagenome	ILLUMINA	Illumina MiSeq	S.191208.00002_123		PAIRED	AMPLICON	METAGENOMIC	PCR	67205	33736910	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191208.00002_123	S.191208.00002_123_L001_R1_001.fastq.gz	5887856;5959154	87df7a5baf84b5255412436b1463e5d2;0ac267127b4bb65c34aa51a61f18409d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/079/SRR13348179/SRR13348179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/079/SRR13348179/SRR13348179_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/079/SRR13348179/SRR13348179_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/079/SRR13348179/SRR13348179_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/079/SRR13348179/SRR13348179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/079/SRR13348179/SRR13348179_2.fastq.gz							16775761	efb15c793cff49223241d19f02c7ed42	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/079/SRR13348179	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/079/SRR13348179	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/079/SRR13348179	S.191208.00002_123		MIMS Environmental/Metagenome sample from indoor metagenome		2021-01-04
SRR13348185	SRP300200	SAMN17209796	SRS7961747	SRX9774292	PRJNA689547	SRA1179876	1256227	indoor metagenome	ILLUMINA	Illumina MiSeq	S.191116.00068_178		PAIRED	AMPLICON	METAGENOMIC	PCR	2	1004	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191116.00068_178	S.191116.00068_178_L001_R1_001.fastq.gz	308;441	6d48587bb194eae5dca5d182bfb2c7ac;5f390bb31346ca0fb1b3827b9afc438a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/085/SRR13348185/SRR13348185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/085/SRR13348185/SRR13348185_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/085/SRR13348185/SRR13348185_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/085/SRR13348185/SRR13348185_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/085/SRR13348185/SRR13348185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/085/SRR13348185/SRR13348185_2.fastq.gz							80667	6c54f948b3b6bdaaacb8ffe8bb7cad87	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/085/SRR13348185	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/085/SRR13348185	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/085/SRR13348185	S.191116.00068_178		MIMS Environmental/Metagenome sample from indoor metagenome		2021-01-04
SRR13348187	SRP300200	SAMN17209791	SRS7961742	SRX9774287	PRJNA689547	SRA1179876	1256227	indoor metagenome	ILLUMINA	Illumina MiSeq	S.191116.00053_15		PAIRED	AMPLICON	METAGENOMIC	PCR	56777	28502054	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191116.00053_15	S.191116.00053_15_L001_R1_001.fastq.gz	5376960;5110577	54b5d57fc024fd6550664cd4b20d69dc;994f3501516503855d0ef58e099bf5b7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/087/SRR13348187/SRR13348187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/087/SRR13348187/SRR13348187_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/087/SRR13348187/SRR13348187_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/087/SRR13348187/SRR13348187_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/087/SRR13348187/SRR13348187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/087/SRR13348187/SRR13348187_2.fastq.gz							13716576	13407769dff81094b3a69560203918f5	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/087/SRR13348187	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/087/SRR13348187	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/087/SRR13348187	S.191116.00053_15		MIMS Environmental/Metagenome sample from indoor metagenome		2021-01-04
